userid_x,userid_y,N_previous,n_prev_match,CE_alter,Pi_alter,meetup,Rank,CCE_alters,Pi_alters,CCE_ego_alter,Pi_ego_alter,CCE_ego_alters,Pi_ego_alters,LZ_entropy,Pi,ODLR,CODLR,category,Pi_alters_ratio,Pi_ego_alters_ratio,a_Pi
krystyl-b,paul-stamatiou,1663,268,8.864968859,0.078153282,129,1,8.864968859,0.078153282,6.095893093,0.444361812,6.095893093,0.444361812,6.253462688,0.426481678,0.309931507,0.309931507,social network,0.18325120639766385,1.0419247412546526,0.5526281406298984
kyle-cameron-studstill,amber-rae-lambke,848,265,8.439615147,0.20745855600000002,34,1,8.439615147,0.20745855600000002,6.7119638870000005,0.409888621,6.7119638870000005,0.409888621,6.934689287,0.385467855,0.113744076,0.113744076,social network,0.5381993681418649,1.0633535732830433,0.34609878891557627
lindsey-lanpher,megan-penmann,435,106,8.954834087,0.048366757999999996,30,1,8.954834087,0.048366757999999996,5.550385124,0.500853934,5.550385124,0.500853934,5.665084811,0.48822853899999996,0.165467626,0.165467626,social network,0.09906581474951426,1.0258596005589096,0.34912558028149937
loritodd,stephen-h0,1182,656,7.657967696,0.269788839,39,1,7.657967696,0.269788839,4.960464124,0.574056686,4.960464124,0.574056686,5.091884987,0.560544589,0.10355486900000001,0.10355486900000001,social network,0.4812977313389069,1.0241053027094693,0.5311803113235122
mac,rebecca-gricus,423,508,6.987815953999999,0.36444054600000003,136,1,6.987815953999999,0.36444054600000003,5.31283324,0.5456613539999999,5.31283324,0.5456613539999999,5.5611664670000005,0.520048705,0.173076923,0.173076923,social network,0.7007815662188795,1.049250481260212,0.3878808740624803
malcolm-ong,michael-karnjanaprakorn,1170,130,8.614075662000001,0.033455967,15,1,8.614075662000001,0.033455967,6.293375547,0.38682167799999995,6.293375547,0.38682167799999995,6.51210092,0.35928941,0.21445783100000002,0.21445783100000002,social network,0.0931170417742065,1.0766297787624743,0.3723780844538983
marcelino-alvarez,brooke-lynn-luat,820,488,6.333291286000001,0.366410224,33,1,6.333291286000001,0.366410224,5.064418098,0.521665109,5.064418098,0.521665109,5.3047149319999995,0.49353959799999997,0.220385675,0.220385675,social network,0.7424130211331088,1.0569873443062616,0.5319177892437402
marci-ikeler,aaron-rutledge,524,290,7.1337183820000005,0.268379601,196,1,7.1337183820000005,0.268379601,4.513900892,0.588913633,4.513900892,0.588913633,4.787228928999999,0.558653739,0.46153846200000004,0.46153846200000004,social network,0.4804041972052388,1.054165741473718,0.40869882723227513
maria-ogneva,tina-hui,1803,284,8.254218573,0.115473139,26,1,8.254218573,0.115473139,5.680494672999999,0.464561245,5.680494672999999,0.464561245,5.639993457999999,0.469294321,0.290023202,0.290023202,social network,0.24605697071710356,0.9899144826855896,0.3948702340884594
mark-burstiner,kibbe,1050,704,6.32921337,0.38525381,341,1,6.32921337,0.38525381,5.111930817,0.528785628,5.111930817,0.528785628,5.393828008,0.49677040899999997,0.471830986,0.471830986,social network,0.7755168243122952,1.0644467110358822,0.504184040120806
mark-g,irene-tien,826,328,9.299326485,0.08284963599999999,8,1,9.299326485,0.08284963599999999,5.375761895,0.547745061,5.375761895,0.547745061,5.443142815,0.5409708329999999,0.08827085900000001,0.08827085900000001,social network,0.15314991298246203,1.0125223534925774,0.4956668248085225
mark-himmelsbach,jonathan-vu,718,254,8.408614163,0.208094952,23,1,8.408614163,0.208094952,5.948868673,0.48906068,5.948868673,0.48906068,6.082276206,0.47513963299999995,0.071515152,0.071515152,social network,0.4379658894925316,1.029298854553773,0.49621402754720667
mary-ann-porch,daniel-mcg,1292,1147,6.957022519,0.366961084,404,1,6.957022519,0.366961084,5.252956516999999,0.5511397229999999,5.252956516999999,0.5511397229999999,5.571055284,0.51832124,0.439667129,0.439667129,social network,0.7079800241255789,1.0633168785442786,0.5337678662721347
mary-crosse,tim-nolan,860,194,8.166964243999999,0.18138489600000002,6,1,8.166964243999999,0.18138489600000002,6.454338337,0.400219273,6.454338337,0.400219273,6.650202481,0.377145624,0.054770318,0.054770318,social network,0.48094127163994355,1.0611796810878547,0.6908952655672939
matt-galligan,micah-baldwin,1443,567,6.933764551,0.320853251,40,1,6.933764551,0.320853251,5.740419701,0.465573933,5.740419701,0.465573933,6.003125874,0.43498598200000005,0.28450106199999997,0.28450106199999997,social network,0.737617450394068,1.070319394798336,0.4545639272941025
matt-hunter,andrew-mager,1782,267,8.456951652,0.13211769199999998,55,1,8.456951652,0.13211769199999998,6.389937276,0.404487559,6.389937276,0.404487559,6.645358358999999,0.374245915,0.226277372,0.226277372,social network,0.3530237384154213,1.0808068780122824,0.41049921870412587
matt-hurst,byrne-hobart,774,657,8.010900174,0.232664106,83,1,8.010900174,0.232664106,4.537210563,0.620041113,4.537210563,0.620041113,4.63744115,0.610113542,0.062682216,0.062682216,social network,0.3813455856713307,1.0162716778379588,0.6512885366791082
matt-van-horn,bob-buch,594,438,7.3663924839999995,0.32150220399999996,34,1,7.3663924839999995,0.32150220399999996,5.809670082,0.494859466,5.809670082,0.494859466,6.030832866,0.471391846,0.118206522,0.118206522,social network,0.6820275037171516,1.049783678269225,0.414177124642553
matthew-caldecutt,damien-basile,2292,334,9.22664953,0.0365968,27,1,9.22664953,0.0365968,5.839061072000001,0.481913242,5.839061072000001,0.481913242,5.947842078,0.470093694,0.258461538,0.258461538,social network,0.07785001259770143,1.0251429622453094,0.41220806577446006
matthew-lucero,aaron-rutledge,524,77,8.455223857,0.071069468,30,1,8.455223857,0.071069468,5.057475113,0.5334612639999999,5.057475113,0.5334612639999999,5.185939115,0.518954232,0.13636363599999998,0.13636363599999998,social network,0.13694746784529546,1.027954357254379,0.40869882723227513
maura-johnston,lindsay-robertson,252,45,7.738439207000001,0.29106423,10,1,7.738439207000001,0.29106423,6.9840611379999995,0.377849239,6.9840611379999995,0.377849239,7.100672825,0.36478867299999995,0.070217918,0.070217918,social network,0.7978982121519985,1.0358031018139646,0.3385914503819759
maya-baratz,caroline-mccarthy,2435,344,9.199853787,0.025978563,149,1,9.199853787,0.025978563,5.596714622,0.50395321,5.596714622,0.50395321,5.732276037,0.48929364200000003,0.32576985399999997,0.32576985399999997,social network,0.053094013022143456,1.0299606754342416,0.4168199625125986
meghan-keane,mark-graham,1081,478,6.754816953,0.354494242,273,1,6.754816953,0.354494242,6.1189166010000005,0.43038323,6.1189166010000005,0.43038323,6.623665319,0.37049484299999996,0.5183752420000001,0.5183752420000001,social network,0.9568128914550103,1.1616443201073112,0.4105444421492885
micah-baldwin,matt-galligan,1103,471,7.621003547999999,0.270916671,40,1,7.621003547999999,0.270916671,5.8531815620000005,0.477826784,5.8531815620000005,0.477826784,6.064908534,0.45456392700000003,0.212698413,0.212698413,social network,0.595992455424207,1.051176205629709,0.4349859817879869
micah-saul,anthony-dines,658,212,7.607323552,0.170863696,23,1,7.607323552,0.170863696,5.230643576,0.495104225,5.230643576,0.495104225,5.330547266,0.48309144600000004,0.113772455,0.113772455,social network,0.3536881006996758,1.0248664701051238,0.5143853785659362
michael-karnjanaprakorn,stan-chin,1125,236,8.455728028,0.145764446,25,1,8.455728028,0.145764446,6.5633254,0.39137637399999997,6.5633254,0.39137637399999997,6.724855322000001,0.372378084,0.204081633,0.204081633,social network,0.3914420645657546,1.051018818819638,0.4867852186881767
mike-odea,ed-roche-kelly,375,260,7.878336769,0.272753765,8,1,7.878336769,0.272753765,5.374456705,0.5469967139999999,5.374456705,0.5469967139999999,5.450327017,0.539348824,0.041666667000000004,0.041666667000000004,social network,0.505709390403714,1.01417985848802,0.4264630185904673
mike-street,thefatapple,685,97,8.674053127,0.090044377,6,1,8.674053127,0.090044377,5.978372815,0.44923683799999997,5.978372815,0.44923683799999997,6.139245262999999,0.430755485,0.10902255599999999,0.10902255599999999,social network,0.20903825983782887,1.0429045099681087,0.3287906819372759
mikey-il,sarah-cooley,1343,301,9.456466446,0.08865163300000001,14,1,9.456466446,0.08865163300000001,5.8943626710000006,0.505728947,5.8943626710000006,0.505728947,5.990722497999999,0.496002874,0.06993737,0.06993737,social network,0.17873209541120524,1.0196089045242105,0.44647878717161205
mohit-santram,donny-tsang,887,286,7.74845597,0.21750556399999998,55,1,7.74845597,0.21750556399999998,5.979850472000001,0.441658716,5.979850472000001,0.441658716,6.213217488,0.41426143600000004,0.215885947,0.215885947,social network,0.5250441993833092,1.066135241224819,0.40469921606317183
nan-palmero,bobby-freeman,612,622,7.300705036,0.306112436,66,1,7.300705036,0.306112436,4.19061071,0.647801335,4.19061071,0.647801335,4.305281666,0.636429955,0.117161716,0.117161716,social network,0.48098370228346654,1.0178674493723352,0.5381705815579211
nate-bolt,micah-saul,918,161,8.661561666,0.07294730599999999,21,1,8.661561666,0.07294730599999999,5.485905711,0.498030811,5.485905711,0.498030811,5.640169316000001,0.480649204,0.152749491,0.152749491,social network,0.1517682862947173,1.0361627708011352,0.483091446179973
nate-folkert,michelle-neuringer,377,1034,7.073371709,0.46069297600000003,64,1,7.073371709,0.46069297600000003,6.879219869,0.47819494799999995,6.879219869,0.47819494799999995,7.158383333,0.452978668,0.041295547,0.041295547,social network,1.0170301794432406,1.0556676986828881,0.605656631472455
nathan-folkman,justin-moore,553,290,8.001842617000001,0.215167836,72,1,8.001842617000001,0.215167836,5.4157193260000005,0.52187626,5.4157193260000005,0.52187626,5.521544497000001,0.510536185,0.117355372,0.117355372,social network,0.42145462422022056,1.0222120886495047,0.4569968256490062
nick-douglas,caroline-mccarthy,2437,262,9.424537797000001,0.034526712,13,1,9.424537797000001,0.034526712,6.92702357,0.37365530700000005,6.92702357,0.37365530700000005,7.087696067,0.35526095399999996,0.18951612899999998,0.18951612899999998,social network,0.09718690334879865,1.0517770185349447,0.4168199625125986
nicole-dcruz,andrea-chiu,714,192,7.796146199,0.15358608699999998,30,1,7.796146199,0.15358608699999998,5.415209907,0.47917738600000004,5.415209907,0.47917738600000004,5.546837557000001,0.463344838,0.20111731800000002,0.20111731800000002,social network,0.33147253277482286,1.034170118455059,0.5521878651690036
octavio-maron,michell-zappa,629,701,7.2910256989999995,0.2933352,42,1,7.2910256989999995,0.2933352,4.6233920930000005,0.597973105,4.6233920930000005,0.597973105,4.77413497,0.5822838810000001,0.134438306,0.134438306,social network,0.5037666498619768,1.0269442869911762,0.5684246674397495
owen-thomas,michael-celiceo,574,217,8.435880239,0.08566141199999999,4,1,8.435880239,0.08566141199999999,3.532640386,0.697806756,3.532640386,0.697806756,3.581178216,0.692931326,0.084862385,0.084862385,social network,0.12362179163480336,1.0070359497645225,0.38176589939737077
paul-stamatiou,krystyl-b,1293,391,8.370651706,0.16463888,129,1,8.370651706,0.16463888,4.928751028,0.573484065,4.928751028,0.573484065,5.129255979,0.552628141,0.297208539,0.297208539,social network,0.2979198267067619,1.0377395258270063,0.42648167790675034
paull-young,rose-ahn,484,95,8.12403021,0.117031643,10,1,8.12403021,0.117031643,5.524307165,0.47437113,5.524307165,0.47437113,5.621675022000001,0.462820354,0.089285714,0.089285714,social network,0.2528662406234623,1.024957363910577,0.455446178278177
peter-cortez,joe-sayaman,624,119,8.359196968,0.095868358,61,1,8.359196968,0.095868358,5.35457729,0.501847099,5.35457729,0.501847099,5.508847616000001,0.484116836,0.23076923100000002,0.23076923100000002,social network,0.19802731669509632,1.0366239338968166,0.36666309380480266
phil-gillman,darrell-whitelaw,1569,817,8.247906619,0.182734547,23,1,8.247906619,0.182734547,4.623277073,0.6049469279999999,4.623277073,0.6049469279999999,4.7165010060000006,0.595471897,0.12111293,0.12111293,social network,0.30687350304963257,1.0159118021316125,0.4259760383813493
phoebe-e,dens,1505,322,9.277770936,0.077549243,11,1,9.277770936,0.077549243,5.794335094,0.502205276,5.794335094,0.502205276,5.90758556,0.49042050299999995,0.11209068,0.11209068,social network,0.15812806056356907,1.0240299353879176,0.41598556816178806
prashant-agarwal,david-porter,470,73,8.291692273999999,0.161342274,4,1,8.291692273999999,0.161342274,6.481040494,0.39600605899999997,6.481040494,0.39600605899999997,6.627848196,0.378663386,0.07321428599999999,0.07321428599999999,social network,0.4260836404183002,1.045799709296425,0.34416632320275137
rameet-chawla,ryan-matzner,1200,115,8.885994319,0.042773652999999995,39,1,8.885994319,0.042773652999999995,6.993621182,0.325308981,6.993621182,0.325308981,7.233469475,0.294803222,0.167630058,0.167630058,social network,0.14509221680080553,1.103478377180016,0.4760631515073772
rannie-turingan,james-olsen,353,529,7.397523327,0.360122716,10,1,7.397523327,0.360122716,5.884954726,0.5156697570000001,5.884954726,0.5156697570000001,6.0268717060000006,0.501670555,0.06152433400000001,0.06152433400000001,social network,0.7178470261225517,1.027905169758269,0.4701039586547312
richard-titus,tim-shey,873,126,8.958274362000001,0.074612422,8,1,8.958274362000001,0.074612422,6.048881263999999,0.454518775,6.048881263999999,0.454518775,6.173431227999999,0.440622907,0.053484603,0.053484603,social network,0.16933396066037937,1.031536871504504,0.41554414730324146
rick-turoczy,marcelino-alvarez,916,423,7.528274747,0.18593456,15,1,7.528274747,0.18593456,4.475776945,0.5836347129999999,4.475776945,0.5836347129999999,4.57798035,0.572085818,0.144970414,0.144970414,social network,0.32501165760413936,1.020187347136789,0.4935395982806855
rick-webb,nate-bolt,1180,213,9.465890607,0.101743665,25,1,9.465890607,0.101743665,6.1606945589999995,0.484366811,6.1606945589999995,0.484366811,6.239528572,0.47640101799999995,0.091085271,0.091085271,social network,0.21356727033694123,1.0167207724144705,0.48064920375115305
ricky-engelberg,j-allen,799,215,8.511713027,0.163259549,43,1,8.511713027,0.163259549,6.158097033,0.450823119,6.158097033,0.450823119,6.324652433,0.432453242,0.12665684800000002,0.12665684800000002,social network,0.3775195400200052,1.04247829641661,0.502685652419219
rob-fishman,danielle-oliver,448,67,8.342714938,0.175537606,7,1,8.342714938,0.175537606,6.651679908999999,0.388823779,6.651679908999999,0.388823779,6.808408393,0.37059514299999996,0.08675078900000001,0.08675078900000001,social network,0.4736640760561723,1.049187466010584,0.3098740148012101
robert-scoble,michael-celiceo,573,52,8.681564979,0.086529371,6,1,8.681564979,0.086529371,6.237598432,0.418416126,6.237598432,0.418416126,6.3734705,0.40246195799999995,0.074003795,0.074003795,social network,0.21500012430988572,1.0396414311536,0.38176589939737077
rod-begbie,meg-croz,861,524,7.856971473,0.23533171100000003,36,1,7.856971473,0.23533171100000003,4.979235186,0.568151449,4.979235186,0.568151449,5.1066898169999995,0.554878203,0.097039474,0.097039474,social network,0.42411417447587146,1.0239210081207677,0.4650147278474018
rosie-siman,noelle-sadler,1575,231,8.892427196,0.106252363,35,1,8.892427196,0.106252363,6.837534172000001,0.374282344,6.837534172000001,0.374282344,6.955223585,0.360628264,0.123893805,0.123893805,social network,0.2946312688347689,1.0378619242112426,0.4992391225779698
ryan-king,dan-dofter,1307,293,8.039285636,0.143989864,26,1,8.039285636,0.143989864,5.882430964,0.43729753299999996,5.882430964,0.43729753299999996,5.9831583760000004,0.42515811200000003,0.288461538,0.288461538,social network,0.3386736838270652,1.0285527211109637,0.4758695397804501
ryan-lawler,yuna-park,839,148,8.522581639,0.13818711,45,1,8.522581639,0.13818711,6.5030799120000005,0.399758801,6.5030799120000005,0.399758801,6.74657344,0.37125976299999996,0.187919463,0.187919463,social network,0.3722113834350533,1.076763066834151,0.32206902078965544
ryan-matzner,mae-karwowski,528,145,8.07664064,0.183211292,92,1,8.07664064,0.183211292,5.535281648,0.498704059,5.535281648,0.498704059,5.738467709,0.47606315200000004,0.24716981100000002,0.24716981100000002,social network,0.38484661379547386,1.0475586209621195,0.3640781398700738
sabine-de-witte,hilbrand-buurma,552,238,8.109542003,0.22624703899999998,39,1,8.109542003,0.22624703899999998,5.558807742999999,0.519194471,5.558807742999999,0.519194471,5.6693705660000004,0.507630821,0.09623431,0.09623431,social network,0.44569208495715035,1.0227796452099194,0.4364786947881118
sam-ys-yoo,d1co,510,208,7.546346072,0.16208625,8,1,7.546346072,0.16208625,4.620349929,0.559561591,4.620349929,0.559561591,4.729143038,0.546839282,0.065789474,0.065789474,social network,0.2964056448307603,1.0232651702589282,0.5630906749905803
samuel-f-parent,lada-etgeorges,681,34,9.328396346,0.132254073,3,1,9.328396346,0.132254073,5.5835086060000005,0.545621636,5.5835086060000005,0.545621636,5.595535896,0.544460846,0.010919017,0.010919017,social network,0.24290832659801584,1.0021319990381825,0.6472273854612258
sarah-conley,lesley-forrester,932,336,8.209484924,0.17309976100000002,82,1,8.209484924,0.17309976100000002,5.011463271,0.559233102,5.011463271,0.559233102,5.186617731,0.540625879,0.24686941,0.24686941,social network,0.3201840084314573,1.0344179287799131,0.38593066495686934
sarah-cooley,alexis4,361,35,8.28783597,0.159647638,16,1,8.28783597,0.159647638,5.994880349,0.45085955200000005,5.994880349,0.45085955200000005,6.033480389,0.44647878700000004,0.081374322,0.081374322,social network,0.3575704885616436,1.00981180993936,0.4343516533211246
saul-colt,chrissie-brodigan,152,34,6.930772384,0.26646958,4,1,6.930772384,0.26646958,5.130224736000001,0.502879139,5.130224736000001,0.502879139,5.206578451,0.493678128,0.040880503,0.040880503,social network,0.5397637952475788,1.0186376719529289,0.29627260094715746
schneidermike-schneidermike,rachel-levy,966,143,8.932543212999999,0.041778145,4,1,8.932543212999999,0.041778145,5.939703885,0.45415031,5.939703885,0.45415031,6.035848268,0.443179172,0.08785046699999999,0.08785046699999999,social network,0.09426919774108879,1.0247555361198246,0.4033028259424135
sean-mcdonald,ed-lee,446,493,5.53123626,0.430215067,20,1,5.53123626,0.430215067,4.060933878999999,0.611739109,4.060933878999999,0.611739109,4.193293047,0.596324439,0.08300395299999999,0.08300395299999999,social network,0.7214446346043517,1.025849468832519,0.5842691192247118
selene-liszka,jason-liszka,561,397,6.256878996,0.418917159,256,1,6.256878996,0.418917159,5.997000862999999,0.448803871,5.997000862999999,0.448803871,6.96547339,0.334052516,0.424354244,0.424354244,social network,1.2540458129643304,1.3435129193878006,0.3627582655931004
senator-john-blutarski,mandy-lawson,910,403,8.813164158,0.07122195,40,1,8.813164158,0.07122195,4.365065198,0.624812849,4.365065198,0.624812849,4.4180010460000005,0.619416382,0.038461537999999997,0.038461537999999997,social network,0.11498234801287513,1.0087121799758922,0.616735598242808
seth-blank,tara-hunt,787,248,7.40714398,0.229367089,27,1,7.40714398,0.229367089,5.602947893,0.464577946,5.602947893,0.464577946,5.841489957,0.435891187,0.179487179,0.179487179,social network,0.5262026300155501,1.0658117435166221,0.370107632099226
seth-weisfeld,zachary-blank,1638,197,7.916263193,0.029772245,38,1,7.916263193,0.029772245,5.39986733,0.446201825,5.39986733,0.446201825,5.209251618,0.47089238299999997,0.344,0.344,social network,0.0632251573285695,0.9475664527790844,0.45766910736600064
siobhan-quinn,dens,1505,801,7.415928847000001,0.302110202,18,1,7.415928847000001,0.302110202,4.887383227,0.58255929,4.887383227,0.58255929,5.070344052,0.563861851,0.14285714300000002,0.14285714300000002,social network,0.5357876250436386,1.033159609870468,0.41598556816178806
soup-soup,david-lifson,388,17,8.421186047,0.068685687,2,1,8.421186047,0.068685687,6.049789933,0.41404659899999996,6.049789933,0.41404659899999996,6.112478167999999,0.406336511,0.056930693,0.056930693,social network,0.16903646396668498,1.018974637501871,0.3310036640626047
stuart-tracte,damien-basile,2292,522,7.960870299,0.177023557,57,1,7.960870299,0.177023557,5.33403273,0.510512025,5.33403273,0.510512025,5.4216530370000005,0.50065274,0.385775862,0.385775862,social network,0.35358551518164066,1.0196928613633474,0.41220806577446006
suki-b,andrei-zmievski,1366,289,9.029853476,0.139581861,27,1,9.029853476,0.139581861,6.409080381,0.448218396,6.409080381,0.448218396,6.6315354310000005,0.42467360200000004,0.173864895,0.173864895,social network,0.3286803331844488,1.055442094561837,0.41144563135367296
summer-bedard,michael-delgaudio,271,22,7.862904554,0.174283837,11,1,7.862904554,0.174283837,6.025676944,0.421216569,6.025676944,0.421216569,6.108803295,0.411111024,0.066508314,0.066508314,social network,0.42393374739569134,1.0245810606139327,0.452868124439166
sunghwan-kim,4280,1156,327,6.783988762999999,0.19779067600000003,27,1,6.783988762999999,0.19779067600000003,4.697765844,0.510976598,4.697765844,0.510976598,4.549016041000001,0.53034117,0.16842105300000001,0.16842105300000001,social network,0.37294988054576267,0.9634865760091752,0.8316431380348276
suzanne-marlatt,katey-mcgarr,479,420,6.124335726,0.373008345,14,1,6.124335726,0.373008345,4.478870341,0.57617492,4.478870341,0.57617492,4.6026097319999995,0.56186784,0.124590164,0.124590164,social network,0.6638720326117972,1.0254634257052335,0.47916603787779904
sven-ahrens,christine-van-renssen,1788,858,8.602243986,0.06390925900000001,4,1,8.602243986,0.06390925900000001,3.2702503760000003,0.7254620479999999,3.2702503760000003,0.7254620479999999,3.3213150999999996,0.7204592390000001,0.050660792999999996,0.050660792999999996,social network,0.08870628002315063,1.0069439167813903,0.677306337468438
syochin,ihase,643,625,6.716837532,0.170598747,8,1,6.716837532,0.170598747,3.5555057469999998,0.642031703,3.5555057469999998,0.642031703,3.59738413,0.636880902,0.245283019,0.245283019,social network,0.26786601146975514,1.0080875419310344,0.5430057833771664
tara-hunt,jerome-paradis,931,128,8.487454807,0.098179968,29,1,8.487454807,0.098179968,6.365704019,0.393241369,6.365704019,0.393241369,6.555439643,0.370107632,0.127615063,0.127615063,social network,0.26527409734690366,1.062505430852612,0.6137881774686296
terrence,wendy-staats,615,179,8.599779182999999,0.213909947,23,1,8.599779182999999,0.213909947,6.414361021,0.45734721,6.414361021,0.45734721,6.532148284,0.445210695,0.06003937,0.06003937,social network,0.48046902152698734,1.0272601604954705,0.39156625449227467
tessa-horehled,sam-lawrence,1207,930,8.425344505,0.265512663,22,1,8.425344505,0.265512663,5.713472106,0.543373116,5.713472106,0.543373116,5.861982605,0.529288702,0.109907121,0.109907121,social network,0.501640526232128,1.0266100786712051,0.5004640088426898
the-corcoran-group,vince-collura,867,107,9.296369304,0.099886344,17,1,9.296369304,0.099886344,6.513328883,0.436653561,6.513328883,0.436653561,6.564597606,0.431213247,0.015607581,0.015607581,social network,0.23164024921525658,1.012616296085171,0.5711740477323749
tikva-morowati,alli,1056,138,8.52784446,0.058777829000000004,18,1,8.52784446,0.058777829000000004,6.1836210970000005,0.402203541,6.1836210970000005,0.402203541,6.399941895,0.375380847,0.208530806,0.208530806,social network,0.1565818540550099,1.0714546152643745,0.40782075076794194
tim-shey,jamie-dubs-wilkinson,322,53,7.854607715,0.16644963699999998,7,1,7.854607715,0.16644963699999998,5.894541982000001,0.432216356,5.894541982000001,0.432216356,6.031272455,0.41554414700000003,0.06234414,0.06234414,social network,0.40055825163625747,1.04012139051979,0.25953827955988396
timoni-grone,james-yu,1125,333,8.14562014,0.178310043,21,1,8.14562014,0.178310043,5.94342103,0.455547983,5.94342103,0.455547983,6.14386697,0.432682215,0.179487179,0.179487179,social network,0.41210393406163,1.05284656315259,0.5052772263998395
tina-hui,louis-gray,990,155,9.168873841,0.12291602300000001,36,1,9.168873841,0.12291602300000001,6.773363926,0.41098678899999996,6.773363926,0.41098678899999996,6.922818309,0.394870234,0.066448802,0.066448802,social network,0.31128206792107815,1.0408148136078548,0.4860867907344356
todd-carpenter,pamela-vaughter,884,283,7.368709176,0.270389974,126,1,7.368709176,0.270389974,6.105135388,0.427606902,6.105135388,0.427606902,6.587641832999999,0.36983611299999997,0.321862348,0.321862348,social network,0.7311075487103662,1.1562064573180284,0.40458664291874574
tom-mascardo,eddie-mansfield,882,65,9.207463872,0.010117805,9,1,9.207463872,0.010117805,6.458490356,0.405082554,6.458490356,0.405082554,6.520464211,0.39791230200000005,0.031825796,0.031825796,social network,0.025427223408639423,1.0180196791201492,0.5899818839837297
tony-bacigalupo,ana-h,814,355,6.885061651,0.293347357,38,1,6.885061651,0.293347357,4.823059289,0.549797965,4.823059289,0.549797965,4.942516822,0.5361557060000001,0.2,0.2,social network,0.5471309056626918,1.025444584189504,0.4453841664305647
twanna-hines,saul-colt,743,63,8.991492007,0.047359556,8,1,8.991492007,0.047359556,6.588907648999999,0.38496268299999997,6.588907648999999,0.38496268299999997,6.692622377999999,0.372668646,0.049209139000000006,0.049209139000000006,social network,0.12708221233078995,1.0329891906173398,0.4936781279206685
unityan,mitsugogo,325,147,6.330204234,0.20537424399999998,4,1,6.330204234,0.20537424399999998,3.77087259,0.602335616,3.77087259,0.602335616,3.8537213169999998,0.59144983,0.14285714300000002,0.14285714300000002,social network,0.34723865589749175,1.0184052567907578,0.4910002341965689
wayne-sutton,henry-balanon,538,44,8.910061496,0.08844868800000001,8,1,8.910061496,0.08844868800000001,4.890021005,0.579801496,4.890021005,0.579801496,4.912226311,0.577526187,0.036392405,0.036392405,social network,0.15315095659896025,1.0039397503545582,0.33604387783996853
whitney6,tony-bacigalupo,878,137,8.593641615,0.0725388,14,1,8.593641615,0.0725388,5.7659556,0.461668839,5.7659556,0.461668839,5.912401093,0.444620215,0.08798283300000001,0.08798283300000001,social network,0.16314777770506905,1.038344239476381,0.5361557059139562
wungjae-hyun,4280,1823,2582,4.336864471,0.601429717,101,1,4.336864471,0.601429717,3.173078419,0.724839274,3.173078419,0.724839274,3.214648276,0.720610063,0.131428571,0.131428571,social network,0.8346118766315369,1.005868931364063,0.8316431380348276
yuri-van-geest,marc-fonteijn,402,267,8.134200637000001,0.22405656100000002,16,1,8.134200637000001,0.22405656100000002,5.5406792220000005,0.521582804,5.5406792220000005,0.521582804,5.653252724,0.509837494,0.06232687,0.06232687,social network,0.4394666214956721,1.0230373602142333,0.42327966550682905
zach-linder,anna-grimm,779,161,8.599964432,0.139298121,26,1,8.599964432,0.139298121,6.096359336,0.452186376,6.096359336,0.452186376,6.347661267,0.424127806,0.159874608,0.159874608,social network,0.32843430454074024,1.066155931309064,0.37160774758583487
zachary-blank,seth-weisfeld,544,426,7.318148777999999,0.322225257,38,1,7.318148777999999,0.322225257,5.879083122999999,0.48413288600000004,5.879083122999999,0.48413288600000004,6.124965456,0.457669107,0.121985816,0.121985816,social network,0.704057258992576,1.0578229524240097,0.47089238251974597
aaron-rutledge,ben-malbon,233,37,7.345514331192232,0.15901704766705324,5,1,7.345514331192232,0.15901704766705324,5.540976836678373,0.42935897104890397,5.540976836678373,0.42935897104890397,5.69616564717885,0.4086988272322751,0.08661417322834647,0.08661417322834647,non-social co-location network,0.3890812428895945,1.0505510230027824,0.33924354652724364
adam-cohen,gina-hughes,256,12,7.918367346938775,0.1381945644653549,3,1,7.918367346938775,0.1381945644653549,5.042874465126597,0.5250321975996224,5.042874465126597,0.5250321975996224,5.057677004754796,0.5233219750599398,0.021798365122615803,0.021798365122615803,non-social co-location network,0.2640717780856164,1.0032680120866062,0.357692979443864
adam-fullerton,clair-wyant,485,133,7.977091856954341,0.21570406402606715,4,1,7.977091856954341,0.21570406402606715,6.463433804987282,0.4040108688464116,6.463433804987282,0.4040108688464116,6.73742966520182,0.3719800813228956,0.11616161616161615,0.11616161616161615,non-social co-location network,0.579880684091862,1.0861088782216588,0.44459012762419664
adam-jackson,sam-houston,1368,266,8.998933534363806,0.010085498148664716,28,1,8.998933534363806,0.010085498148664716,4.367187283550944,0.621446386441192,4.367187283550944,0.621446386441192,4.40991271975887,0.6170462789077921,0.06395348837209303,0.06395348837209303,non-social co-location network,0.016344800209340274,1.0071309198091078,0.6270839575994562
adam-ostrow,nina-kjarval,642,141,7.825425596181388,0.09467948407816264,8,1,7.825425596181388,0.09467948407816264,4.733660598107053,0.5409858912949667,4.733660598107053,0.5409858912949667,4.785899321634876,0.5347399138965787,0.0528169014084507,0.0528169014084507,non-social co-location network,0.17705707320077496,1.0116804024462553,0.5412039439483621
