userid_x,userid_y,N_previous,n_prev_match,CE_alter,Pi_alter,meetup,Rank,CCE_alters,Pi_alters,CCE_ego_alter,Pi_ego_alter,CCE_ego_alters,Pi_ego_alters,LZ_entropy,Pi,ODLR,CODLR,category,a_Pi
josh-weinberger-kitson,mike-street,771,609,8.909229222,0.142867705,4,1,8.909229222,0.142867705,2.90377307,0.7792411709999999,2.90377307,0.7792411709999999,2.9487431,0.775333175,0.07904191599999999,0.07904191599999999,social network,0.4307554853720446
joshua-fishman,david-rosen,3635,640,9.284994142,0.111719876,18,1,9.284994142,0.111719876,6.035473867,0.490525494,6.035473867,0.490525494,6.079047652000001,0.486086742,0.093023256,0.093023256,social network,0.5942443309902902
joshua-kaufman,seth-blank,828,150,8.877536877,0.016745529,9,1,8.877536877,0.016745529,5.200538526,0.527981289,5.200538526,0.527981289,5.266827384,0.520651954,0.1375,0.1375,social network,0.4358911870069533
jp-kim,sunghwan-kim,548,417,7.432588984,0.34986022299999997,7,1,7.432588984,0.34986022299999997,6.488971155,0.45015198100000003,6.488971155,0.45015198100000003,6.808327994,0.41691952200000004,0.052837573,0.052837573,social network,0.5303411704661943
julie-minevich,zvi-band,239,112,7.322880471,0.294211797,3,1,7.322880471,0.294211797,5.948157951000001,0.45788704399999997,5.948157951000001,0.45788704399999997,6.069389274,0.444194052,0.056737589000000005,0.056737589000000005,social network,0.8359311898437509
julien-zac,francois-jean,1300,200,8.226791201000001,0.032670781,2,1,8.226791201000001,0.032670781,5.404702877,0.46832451,5.404702877,0.46832451,5.336076533,0.476764166,0.098726115,0.098726115,social network,0.5714249424978325
jun-soo-sonn,jong-hyeon-choi,1331,676,5.025467841,0.455950729,17,1,5.025467841,0.455950729,3.844120298,0.611283311,3.844120298,0.611283311,3.752301343,0.622623095,0.204678363,0.204678363,social network,0.675595451566234
kaichi-kuroda,syochin,1270,1282,6.624554336,0.368659939,5,1,6.624554336,0.368659939,4.004613078,0.657621087,4.004613078,0.657621087,4.151557865,0.6427526960000001,0.098231827,0.098231827,social network,0.6368809021001895
karma,alexey-dolotov,542,246,4.421703954,0.412061291,15,1,4.421703954,0.412061291,2.8774624269999998,0.665717527,2.8774624269999998,0.665717527,2.706581051,0.690365937,0.254237288,0.254237288,social network,0.7947463946175144
kat-egan,seth-weisfeld,544,30,8.712979482,0.057916878,4,1,8.712979482,0.057916878,6.941435938,0.322767358,6.941435938,0.322767358,7.113337747,0.300634397,0.06431535299999999,0.06431535299999999,social network,0.47089238251974597
kate-goldsmith,vishal-sapra,836,145,7.024900253999999,0.218823238,21,1,7.024900253999999,0.218823238,6.259905079,0.334277896,6.259905079,0.334277896,6.328527252000001,0.324469888,0.268199234,0.268199234,social network,0.3539720456879811
kate-ritchie,stuart-tracte,1298,186,9.450681763,0.072954996,3,1,9.450681763,0.072954996,6.131343246,0.47557038700000004,6.131343246,0.47557038700000004,6.252727475,0.46293967799999997,0.058757062,0.058757062,social network,0.5006527398517069
katy-kelley,antonelli-briceno,303,90,6.972821828,0.256266851,18,1,6.972821828,0.256266851,6.053743862,0.38430242,6.053743862,0.38430242,6.36958705,0.34196661,0.122580645,0.122580645,social network,0.5977452612346437
kaz,mike-campton,1951,587,8.793381303,0.129866064,6,1,8.793381303,0.129866064,5.515758751,0.5227696860000001,5.515758751,0.5227696860000001,5.598041471,0.5141736889999999,0.15112994400000002,0.15112994400000002,social network,0.5132695032869027
keith-robinson,sarah-harrison,932,673,6.64260779,0.380276283,398,1,6.64260779,0.380276283,5.7324914510000005,0.483971625,5.7324914510000005,0.483971625,6.232097342,0.427945305,0.508650519,0.508650519,social network,0.42395118954363786
kenneth-rude-vegeberg-nielsen,andreas-hagerman,652,315,8.077753028,0.166995501,3,1,8.077753028,0.166995501,4.486694858,0.605317673,4.486694858,0.605317673,4.579972251,0.595502438,0.061983471,0.061983471,social network,0.550481823394374
kevin-palmer,chris-munz,186,2,7.518355812,0.11905976800000001,0,1,7.518355812,0.11905976800000001,5.8434342070000005,0.384875364,5.8434342070000005,0.384875364,5.859158317,0.38270758,0.012195122,0.012195122,social network,0.30049671050946875
kevin-silverman,john-mccartney,998,497,8.276971826,0.21456956800000002,22,1,8.276971826,0.21456956800000002,5.337341797,0.546737319,5.337341797,0.546737319,5.5056153310000004,0.529573063,0.11328125,0.11328125,social network,0.3676854719657341
kevin-skobac,max-steinman,491,219,7.887581445,0.270373756,23,1,7.887581445,0.270373756,6.5141041,0.42738946200000005,6.5141041,0.42738946200000005,6.714622309,0.40552189899999996,0.063118812,0.063118812,social network,0.36213048628902944
keynas-jeong,wungjae-hyun,960,322,7.247498322999999,0.068153936,22,1,7.247498322999999,0.068153936,4.453092364,0.532469154,4.453092364,0.532469154,4.26102728,0.5575663000000001,0.301775148,0.301775148,social network,0.7206100629347713
kostas-bouris,george-giannaros,172,3,7.401005351,0.283063729,0,1,7.401005351,0.283063729,6.672000156,0.373211529,6.672000156,0.373211529,6.694994792,0.37046349,0.016100179,0.016100179,social network,0.3787446292256613
kristin-maverick,nathan-folkman,2086,218,9.291523300000001,0.034827211000000004,30,1,9.291523300000001,0.034827211000000004,6.979503827,0.35763437200000003,6.979503827,0.35763437200000003,7.115549481,0.341639165,0.192023634,0.192023634,social network,0.5105361846210126
krystyl-b,paul-stamatiou,1663,268,8.864968859,0.078153282,129,1,8.864968859,0.078153282,6.095893093,0.444361812,6.095893093,0.444361812,6.253462688,0.426481678,0.309931507,0.309931507,social network,0.5526281406298984
kushal-dave,neil-sanchala,372,102,7.391603872,0.246964202,45,1,7.391603872,0.246964202,6.495092992999999,0.365582797,6.495092992999999,0.365582797,6.87847367,0.316389295,0.18372093,0.18372093,social network,0.32109224289972105
kyle-cameron-studstill,amber-rae-lambke,848,265,8.439615147,0.20745855600000002,34,1,8.439615147,0.20745855600000002,6.7119638870000005,0.409888621,6.7119638870000005,0.409888621,6.934689287,0.385467855,0.113744076,0.113744076,social network,0.34609878891557627
lars-bastholm,michelle-crum,398,176,6.98440078,0.291870914,64,1,6.98440078,0.291870914,5.576772449,0.469540878,5.576772449,0.469540878,5.85089378,0.43675805700000003,0.22613065300000001,0.22613065300000001,social network,0.42482977399689054
laura-macleod,alexis-dorenter,830,115,7.620335747,0.12318206400000001,22,1,7.620335747,0.12318206400000001,6.046247301,0.36901705,6.046247301,0.36901705,6.248393646,0.341000036,0.276752768,0.276752768,social network,0.4271163624389962
laura-nolte,richard-jones,170,202,5.908190365,0.41564456299999997,95,1,5.908190365,0.41564456299999997,5.468992559,0.46985013600000003,5.468992559,0.46985013600000003,5.746192637,0.43588672100000003,0.204610951,0.204610951,social network,0.3585512257795167
laurajul,casper-floor,621,219,7.813981751,0.089260325,21,1,7.813981751,0.089260325,4.080513269,0.61508537,4.080513269,0.61508537,4.1324382239999995,0.609158888,0.047101449000000004,0.047101449000000004,social network,0.5683707974729557
lawrence-lewitinn,john-fewell,158,22,7.131003139,0.300501907,3,1,7.131003139,0.300501907,6.515250582999999,0.377771407,6.515250582999999,0.377771407,6.589738572000001,0.368671686,0.044897959,0.044897959,social network,0.537739156424306
leah-z,daniel-lammon,242,23,7.7007388610000005,0.20867689899999997,2,1,7.7007388610000005,0.20867689899999997,6.4396885,0.37664695600000003,6.4396885,0.37664695600000003,6.5184823629999995,0.366847469,0.035874439,0.035874439,social network,0.47412858323708573
len-kendall,tyler-travitz,784,199,8.134619057,0.10553942,34,1,8.134619057,0.10553942,4.890281674,0.5443708110000001,4.890281674,0.5443708110000001,4.968301447,0.535486416,0.127659574,0.127659574,social network,0.5950387093434739
lindsey-lanpher,megan-penmann,435,106,8.954834087,0.048366757999999996,30,1,8.954834087,0.048366757999999996,5.550385124,0.500853934,5.550385124,0.500853934,5.665084811,0.48822853899999996,0.165467626,0.165467626,social network,0.34912558028149937
lisa-lang,danny-pentland,1079,340,8.511663791,0.089427931,38,1,8.511663791,0.089427931,4.744889034,0.57593716,4.744889034,0.57593716,4.828278889,0.566956527,0.057569296,0.057569296,social network,0.657356970895896
lorenzo-mendoza,caio-braga,508,129,7.290968253,0.145632547,15,1,7.290968253,0.145632547,5.099872842,0.476376707,5.099872842,0.476376707,5.24300432,0.457647675,0.096069869,0.096069869,social network,0.6663982703565918
loritodd,stephen-h0,1182,656,7.657967696,0.269788839,39,1,7.657967696,0.269788839,4.960464124,0.574056686,4.960464124,0.574056686,5.091884987,0.560544589,0.10355486900000001,0.10355486900000001,social network,0.5311803113235122
luiz-yassuda,marleide-rocha,446,492,6.672358797999999,0.317505997,153,1,6.672358797999999,0.317505997,4.27872608,0.608202471,4.27872608,0.608202471,4.431145495,0.591340002,0.332386364,0.332386364,social network,0.550343712744591
lukas-korinek,lada-brunova,265,73,7.380555902,0.164346494,2,1,7.380555902,0.164346494,5.106172635,0.490561394,5.106172635,0.490561394,5.211629915,0.477326297,0.070895522,0.070895522,social network,0.4449663748808544
mac,rebecca-gricus,423,508,6.987815953999999,0.36444054600000003,136,1,6.987815953999999,0.36444054600000003,5.31283324,0.5456613539999999,5.31283324,0.5456613539999999,5.5611664670000005,0.520048705,0.173076923,0.173076923,social network,0.3878808740624803
madeleine-di-gangi,stephanie-yung,360,239,6.589741672000001,0.326809948,83,1,6.589741672000001,0.326809948,5.548556557,0.460185416,5.548556557,0.460185416,5.862824836000001,0.421343724,0.265129683,0.265129683,social network,0.34101320874258684
malcolm-ong,michael-karnjanaprakorn,1170,130,8.614075662000001,0.033455967,15,1,8.614075662000001,0.033455967,6.293375547,0.38682167799999995,6.293375547,0.38682167799999995,6.51210092,0.35928941,0.21445783100000002,0.21445783100000002,social network,0.3723780844538983
manisha-m,carla-blumenthal,657,360,6.85800636,0.305842978,46,1,6.85800636,0.305842978,4.906369656,0.5450835,4.906369656,0.5450835,5.080936592,0.5252536170000001,0.17223650399999998,0.17223650399999998,social network,0.4334854539921305
marcelino-alvarez,brooke-lynn-luat,820,488,6.333291286000001,0.366410224,33,1,6.333291286000001,0.366410224,5.064418098,0.521665109,5.064418098,0.521665109,5.3047149319999995,0.49353959799999997,0.220385675,0.220385675,social network,0.5319177892437402
marci-ikeler,aaron-rutledge,524,290,7.1337183820000005,0.268379601,196,1,7.1337183820000005,0.268379601,4.513900892,0.588913633,4.513900892,0.588913633,4.787228928999999,0.558653739,0.46153846200000004,0.46153846200000004,social network,0.40869882723227513
marco-ziero,francesco-gori,166,113,6.701873474,0.348729061,2,1,6.701873474,0.348729061,5.303294428,0.514125149,5.303294428,0.514125149,5.398992872999999,0.503382781,0.015053763000000001,0.015053763000000001,social network,0.44069256325679607
maria-ogneva,tina-hui,1803,284,8.254218573,0.115473139,26,1,8.254218573,0.115473139,5.680494672999999,0.464561245,5.680494672999999,0.464561245,5.639993457999999,0.469294321,0.290023202,0.290023202,social network,0.3948702340884594
mark-burstiner,kibbe,1050,704,6.32921337,0.38525381,341,1,6.32921337,0.38525381,5.111930817,0.528785628,5.111930817,0.528785628,5.393828008,0.49677040899999997,0.471830986,0.471830986,social network,0.504184040120806
mark-g,irene-tien,826,328,9.299326485,0.08284963599999999,8,1,9.299326485,0.08284963599999999,5.375761895,0.547745061,5.375761895,0.547745061,5.443142815,0.5409708329999999,0.08827085900000001,0.08827085900000001,social network,0.4956668248085225
mark-himmelsbach,jonathan-vu,718,254,8.408614163,0.208094952,23,1,8.408614163,0.208094952,5.948868673,0.48906068,5.948868673,0.48906068,6.082276206,0.47513963299999995,0.071515152,0.071515152,social network,0.49621402754720667
markus-jakobs,michael-wand,233,79,7.463624761,0.263081849,5,1,7.463624761,0.263081849,5.576334782000001,0.491495167,5.576334782000001,0.491495167,5.657663696,0.48238228200000005,0.058479532,0.058479532,social network,0.40617031532615655
martijn-aslander,niels-langeveld,188,48,7.306897414,0.271636301,1,1,7.306897414,0.271636301,5.068677328,0.540931696,5.068677328,0.540931696,5.105797265,0.536851836,0.010638298000000001,0.010638298000000001,social network,0.48852769198321017
martin-thornkvist,olof-werngren,1238,631,7.556794332000001,0.237509025,26,1,7.556794332000001,0.237509025,4.797659015,0.570402639,4.797659015,0.570402639,4.943565886,0.554605129,0.21489361699999998,0.21489361699999998,social network,0.48943721618728486
mary-ann-porch,daniel-mcg,1292,1147,6.957022519,0.366961084,404,1,6.957022519,0.366961084,5.252956516999999,0.5511397229999999,5.252956516999999,0.5511397229999999,5.571055284,0.51832124,0.439667129,0.439667129,social network,0.5337678662721347
mary-crosse,tim-nolan,860,194,8.166964243999999,0.18138489600000002,6,1,8.166964243999999,0.18138489600000002,6.454338337,0.400219273,6.454338337,0.400219273,6.650202481,0.377145624,0.054770318,0.054770318,social network,0.6908952655672939
matt-albiniak,ryan-kucera,215,22,7.577391003,0.21429448899999998,3,1,7.577391003,0.21429448899999998,5.840344852,0.441873785,5.840344852,0.441873785,5.881310462,0.436961053,0.019323671,0.019323671,social network,0.40725636651933234
matt-biddulph,boris-anthony,672,224,6.745428406,0.269398802,12,1,6.745428406,0.269398802,5.238326692,0.475377565,5.238326692,0.475377565,5.381881281,0.457176664,0.235294118,0.235294118,social network,0.45217926240847506
matt-galligan,micah-baldwin,1443,567,6.933764551,0.320853251,40,1,6.933764551,0.320853251,5.740419701,0.465573933,5.740419701,0.465573933,6.003125874,0.43498598200000005,0.28450106199999997,0.28450106199999997,social network,0.4545639272941025
matt-hunter,andrew-mager,1782,267,8.456951652,0.13211769199999998,55,1,8.456951652,0.13211769199999998,6.389937276,0.404487559,6.389937276,0.404487559,6.645358358999999,0.374245915,0.226277372,0.226277372,social network,0.41049921870412587
matt-hurst,byrne-hobart,774,657,8.010900174,0.232664106,83,1,8.010900174,0.232664106,4.537210563,0.620041113,4.537210563,0.620041113,4.63744115,0.610113542,0.062682216,0.062682216,social network,0.6512885366791082
matt-karolian,kristen-fritz,1262,290,8.060360488999999,0.099246814,12,1,8.060360488999999,0.099246814,5.262833402,0.494342,5.262833402,0.494342,5.308458858,0.48889879299999994,0.179190751,0.179190751,social network,0.474889869918526
matt-van-horn,bob-buch,594,438,7.3663924839999995,0.32150220399999996,34,1,7.3663924839999995,0.32150220399999996,5.809670082,0.494859466,5.809670082,0.494859466,6.030832866,0.471391846,0.118206522,0.118206522,social network,0.414177124642553
matt-walsh,brian-skahan,169,109,6.103940757,0.37413274,7,1,6.103940757,0.37413274,5.789285631,0.415468626,5.789285631,0.415468626,6.149725836,0.36800156100000003,0.07973421900000001,0.07973421900000001,social network,0.4617816781154943
matt-wurst,nicole-hering,1312,348,8.673712583,0.092666833,68,1,8.673712583,0.092666833,4.879983436,0.570570456,4.879983436,0.570570456,4.935742241,0.564677182,0.098513011,0.098513011,social network,0.5326807344874758
mattersofgrey,joey-hernandez,589,261,7.553699446,0.247251473,82,1,7.553699446,0.247251473,5.747767046,0.469996521,5.747767046,0.469996521,5.967743291000001,0.444759126,0.124,0.124,social network,0.4311609942808486
matthew-caldecutt,damien-basile,2292,334,9.22664953,0.0365968,27,1,9.22664953,0.0365968,5.839061072000001,0.481913242,5.839061072000001,0.481913242,5.947842078,0.470093694,0.258461538,0.258461538,social network,0.41220806577446006
matthew-lucero,aaron-rutledge,524,77,8.455223857,0.071069468,30,1,8.455223857,0.071069468,5.057475113,0.5334612639999999,5.057475113,0.5334612639999999,5.185939115,0.518954232,0.13636363599999998,0.13636363599999998,social network,0.40869882723227513
maura-johnston,lindsay-robertson,252,45,7.738439207000001,0.29106423,10,1,7.738439207000001,0.29106423,6.9840611379999995,0.377849239,6.9840611379999995,0.377849239,7.100672825,0.36478867299999995,0.070217918,0.070217918,social network,0.3385914503819759
mauro-fuentes,eduardo-oliveira3,150,3,7.18019435,0.151884507,1,1,7.18019435,0.151884507,5.144110628,0.464208784,5.144110628,0.464208784,5.151435396,0.463236265,0.023255814,0.023255814,social network,0.48571776341114486
maxime-barbier,soraya-khireddine,300,337,6.906400045,0.32355908699999997,23,1,6.906400045,0.32355908699999997,5.03313685,0.544520522,5.03313685,0.544520522,5.1647232160000005,0.530033115,0.053418803,0.053418803,social network,0.6334594394806135
maya-baratz,caroline-mccarthy,2435,344,9.199853787,0.025978563,149,1,9.199853787,0.025978563,5.596714622,0.50395321,5.596714622,0.50395321,5.732276037,0.48929364200000003,0.32576985399999997,0.32576985399999997,social network,0.4168199625125986
megan-penmann,jennifer-johnson,539,48,8.538398792999999,0.075879628,3,1,8.538398792999999,0.075879628,6.491709482999999,0.37194522700000004,6.491709482999999,0.37194522700000004,6.674113563,0.34912558,0.094922737,0.094922737,social network,0.3224801305119046
meghan-keane,mark-graham,1081,478,6.754816953,0.354494242,273,1,6.754816953,0.354494242,6.1189166010000005,0.43038323,6.1189166010000005,0.43038323,6.623665319,0.37049484299999996,0.5183752420000001,0.5183752420000001,social network,0.4105444421492885
meghan-murphy,john-chavez,540,143,7.862611078,0.174329195,58,1,7.862611078,0.174329195,5.6333803179999995,0.467957984,5.6333803179999995,0.467957984,5.816193832000001,0.446365125,0.235154394,0.235154394,social network,0.4577674370711795
melodie-tao,downtownrob-marlbrough,1064,338,7.836819339,0.203935122,19,1,7.836819339,0.203935122,5.482401092000001,0.49792506799999997,5.482401092000001,0.49792506799999997,5.719107321,0.471143739,0.229508197,0.229508197,social network,0.40481227394403346
melody-mccloskey,maya-baratz,1543,166,8.50340749,0.007743914,17,1,8.50340749,0.007743914,6.136274376,0.392016488,6.136274376,0.392016488,6.248765486,0.377644325,0.313186813,0.313186813,social network,0.48929364216528437
meric-kara,ceren-yalcin,320,289,6.517699123,0.33762038,15,1,6.517699123,0.33762038,4.630952027,0.568543272,4.630952027,0.568543272,4.81118284,0.548027575,0.062857143,0.062857143,social network,0.4697363461401032
micah-baldwin,matt-galligan,1103,471,7.621003547999999,0.270916671,40,1,7.621003547999999,0.270916671,5.8531815620000005,0.477826784,5.8531815620000005,0.477826784,6.064908534,0.45456392700000003,0.212698413,0.212698413,social network,0.4349859817879869
micah-saul,anthony-dines,658,212,7.607323552,0.170863696,23,1,7.607323552,0.170863696,5.230643576,0.495104225,5.230643576,0.495104225,5.330547266,0.48309144600000004,0.113772455,0.113772455,social network,0.5143853785659362
michael-kantrow,aaron-rutledge,524,312,7.140590244,0.279525905,34,1,7.140590244,0.279525905,5.271309652,0.510388642,5.271309652,0.510388642,5.44757607,0.49018892,0.146226415,0.146226415,social network,0.40869882723227513
michael-karnjanaprakorn,stan-chin,1125,236,8.455728028,0.145764446,25,1,8.455728028,0.145764446,6.5633254,0.39137637399999997,6.5633254,0.39137637399999997,6.724855322000001,0.372378084,0.204081633,0.204081633,social network,0.4867852186881767
michael-litman,hannah-hilbery,225,52,7.242309149,0.22351398100000003,11,1,7.242309149,0.22351398100000003,5.742106675,0.42967510700000006,5.742106675,0.42967510700000006,5.81070126,0.420998539,0.049230769,0.049230769,social network,0.5327554800425457
michael-owens,keith-robinson,1387,160,8.031353900000001,0.08556477800000001,18,1,8.031353900000001,0.08556477800000001,6.174090802,0.37256491799999997,6.174090802,0.37256491799999997,6.291822663,0.356911927,0.28660436100000003,0.28660436100000003,social network,0.42794530451663687
mike-germano,michael-pratt,380,53,7.781309867,0.157725798,22,1,7.781309867,0.157725798,6.522887133999999,0.340869576,6.522887133999999,0.340869576,6.815351966000001,0.301407162,0.10526315800000001,0.10526315800000001,social network,0.35245563291963783
mike-odea,ed-roche-kelly,375,260,7.878336769,0.272753765,8,1,7.878336769,0.272753765,5.374456705,0.5469967139999999,5.374456705,0.5469967139999999,5.450327017,0.539348824,0.041666667000000004,0.041666667000000004,social network,0.4264630185904673
mike-street,thefatapple,685,97,8.674053127,0.090044377,6,1,8.674053127,0.090044377,5.978372815,0.44923683799999997,5.978372815,0.44923683799999997,6.139245262999999,0.430755485,0.10902255599999999,0.10902255599999999,social network,0.3287906819372759
mikey-il,sarah-cooley,1343,301,9.456466446,0.08865163300000001,14,1,9.456466446,0.08865163300000001,5.8943626710000006,0.505728947,5.8943626710000006,0.505728947,5.990722497999999,0.496002874,0.06993737,0.06993737,social network,0.44647878717161205
mikhail-geisherik,vlad-sitnikov,770,831,5.238575719,0.45210384299999995,76,1,5.238575719,0.45210384299999995,3.870918024,0.623713425,3.870918024,0.623713425,4.08300924,0.598465337,0.240740741,0.240740741,social network,0.6775185202489548
mitsugogo,takino473,227,200,5.089320832,0.38382855200000005,97,1,5.089320832,0.38382855200000005,4.229505559,0.517878207,4.229505559,0.517878207,4.41028853,0.491000234,0.438095238,0.438095238,social network,0.568748386646397
miyako-kusuhano,tsubasa-a,964,424,5.570879958,0.29467629300000003,5,1,5.570879958,0.29467629300000003,3.166460199,0.662905164,3.166460199,0.662905164,3.1527932310000004,0.664694119,0.323529412,0.323529412,social network,0.7356012037612025
mohit-santram,donny-tsang,887,286,7.74845597,0.21750556399999998,55,1,7.74845597,0.21750556399999998,5.979850472000001,0.441658716,5.979850472000001,0.441658716,6.213217488,0.41426143600000004,0.215885947,0.215885947,social network,0.40469921606317183
mplstv,john-wallace6,1347,213,7.9991610070000005,0.12362817400000001,10,1,7.9991610070000005,0.12362817400000001,6.036901176000001,0.40517493600000004,6.036901176000001,0.40517493600000004,6.123458897999999,0.394252889,0.23770491800000002,0.23770491800000002,social network,0.5010698366128106
nan-palmero,bobby-freeman,612,622,7.300705036,0.306112436,66,1,7.300705036,0.306112436,4.19061071,0.647801335,4.19061071,0.647801335,4.305281666,0.636429955,0.117161716,0.117161716,social network,0.5381705815579211
nate-bolt,micah-saul,918,161,8.661561666,0.07294730599999999,21,1,8.661561666,0.07294730599999999,5.485905711,0.498030811,5.485905711,0.498030811,5.640169316000001,0.480649204,0.152749491,0.152749491,social network,0.483091446179973
nate-folkert,michelle-neuringer,377,1034,7.073371709,0.46069297600000003,64,1,7.073371709,0.46069297600000003,6.879219869,0.47819494799999995,6.879219869,0.47819494799999995,7.158383333,0.452978668,0.041295547,0.041295547,social network,0.605656631472455
nathan-folkman,justin-moore,553,290,8.001842617000001,0.215167836,72,1,8.001842617000001,0.215167836,5.4157193260000005,0.52187626,5.4157193260000005,0.52187626,5.521544497000001,0.510536185,0.117355372,0.117355372,social network,0.4569968256490062
nick-bilton,dens,1502,212,8.843400772999999,0.059213808,51,1,8.843400772999999,0.059213808,6.213590389,0.42231807899999996,6.213590389,0.42231807899999996,6.409219185,0.39939787200000004,0.24202626600000002,0.24202626600000002,social network,0.41598556816178806
nick-douglas,caroline-mccarthy,2437,262,9.424537797000001,0.034526712,13,1,9.424537797000001,0.034526712,6.92702357,0.37365530700000005,6.92702357,0.37365530700000005,7.087696067,0.35526095399999996,0.18951612899999998,0.18951612899999998,social network,0.4168199625125986
nico-lumma,daniel-dobrich,1061,372,7.901992379,0.169101673,21,1,7.901992379,0.169101673,4.840580726000001,0.558487571,4.840580726000001,0.558487571,4.95918552,0.545341084,0.13711583900000002,0.13711583900000002,social network,0.5476353162701483
nicole-dcruz,andrea-chiu,714,192,7.796146199,0.15358608699999998,30,1,7.796146199,0.15358608699999998,5.415209907,0.47917738600000004,5.415209907,0.47917738600000004,5.546837557000001,0.463344838,0.20111731800000002,0.20111731800000002,social network,0.5521878651690036
octavio-maron,michell-zappa,629,701,7.2910256989999995,0.2933352,42,1,7.2910256989999995,0.2933352,4.6233920930000005,0.597973105,4.6233920930000005,0.597973105,4.77413497,0.5822838810000001,0.134438306,0.134438306,social network,0.5684246674397495
owen-thomas,michael-celiceo,574,217,8.435880239,0.08566141199999999,4,1,8.435880239,0.08566141199999999,3.532640386,0.697806756,3.532640386,0.697806756,3.581178216,0.692931326,0.084862385,0.084862385,social network,0.38176589939737077
pablo-altclas,juan-martin-rodriguez-caivano,155,9,7.295803051,0.212561246,0,1,7.295803051,0.212561246,5.510913057000001,0.457012432,5.510913057000001,0.457012432,5.540084251000001,0.453392368,0.03125,0.03125,social network,0.33867298636150356
paolo-privitera,matthew-gonzales,205,21,7.440916369,0.25093968699999997,1,1,7.440916369,0.25093968699999997,6.872423115,0.326299425,6.872423115,0.326299425,7.019192403,0.307336588,0.036796537000000004,0.036796537000000004,social network,0.3092962840840867
patrick-simkins,david-vogeleer,522,190,7.102770167,0.226514167,16,1,7.102770167,0.226514167,5.141926745,0.493940651,5.141926745,0.493940651,5.343814647,0.46894747700000006,0.136986301,0.136986301,social network,0.4912655283875253
paul-stamatiou,krystyl-b,1293,391,8.370651706,0.16463888,129,1,8.370651706,0.16463888,4.928751028,0.573484065,4.928751028,0.573484065,5.129255979,0.552628141,0.297208539,0.297208539,social network,0.42648167790675034
paull-young,rose-ahn,484,95,8.12403021,0.117031643,10,1,8.12403021,0.117031643,5.524307165,0.47437113,5.524307165,0.47437113,5.621675022000001,0.462820354,0.089285714,0.089285714,social network,0.455446178278177
peter-cortez,joe-sayaman,624,119,8.359196968,0.095868358,61,1,8.359196968,0.095868358,5.35457729,0.501847099,5.35457729,0.501847099,5.508847616000001,0.484116836,0.23076923100000002,0.23076923100000002,social network,0.36666309380480266
peter-van-teeseling,guidoz,394,28,8.425936912000001,0.076860396,2,1,8.425936912000001,0.076860396,4.855137656,0.5560363220000001,4.855137656,0.5560363220000001,4.8808891260000005,0.553181488,0.023923445,0.023923445,social network,0.43136222768262167
phaedra-riley,donny-tsang,887,223,7.837739054,0.166726004,64,1,7.837739054,0.166726004,5.566613687,0.470285523,5.566613687,0.470285523,5.796886992999999,0.44278755,0.267676768,0.267676768,social network,0.40469921606317183
phil-gillman,darrell-whitelaw,1569,817,8.247906619,0.182734547,23,1,8.247906619,0.182734547,4.623277073,0.6049469279999999,4.623277073,0.6049469279999999,4.7165010060000006,0.595471897,0.12111293,0.12111293,social network,0.4259760383813493
phoebe-e,dens,1505,322,9.277770936,0.077549243,11,1,9.277770936,0.077549243,5.794335094,0.502205276,5.794335094,0.502205276,5.90758556,0.49042050299999995,0.11209068,0.11209068,social network,0.41598556816178806
poramate-minsiri,pramote-pat-sangwisate,688,69,8.917148618999999,0.098285087,3,1,8.917148618999999,0.098285087,6.43574856,0.41811633200000003,6.43574856,0.41811633200000003,6.554921067,0.404662976,0.064661654,0.064661654,social network,0.5259636649358387
powen-shiah,liron-tocker,570,46,8.965974327,0.129820721,7,1,8.965974327,0.129820721,6.184814222999999,0.46305955299999996,6.184814222999999,0.46305955299999996,6.235928339,0.457641632,0.036945813,0.036945813,social network,0.574370957424154
prashant-agarwal,david-porter,470,73,8.291692273999999,0.161342274,4,1,8.291692273999999,0.161342274,6.481040494,0.39600605899999997,6.481040494,0.39600605899999997,6.627848196,0.378663386,0.07321428599999999,0.07321428599999999,social network,0.34416632320275137
rameet-chawla,ryan-matzner,1200,115,8.885994319,0.042773652999999995,39,1,8.885994319,0.042773652999999995,6.993621182,0.325308981,6.993621182,0.325308981,7.233469475,0.294803222,0.167630058,0.167630058,social network,0.4760631515073772
rannie-turingan,james-olsen,353,529,7.397523327,0.360122716,10,1,7.397523327,0.360122716,5.884954726,0.5156697570000001,5.884954726,0.5156697570000001,6.0268717060000006,0.501670555,0.06152433400000001,0.06152433400000001,social network,0.4701039586547312
reid-beels,nathan-bergey,310,423,6.689179426,0.36737313299999996,27,1,6.689179426,0.36737313299999996,5.553216592,0.498219666,5.553216592,0.498219666,5.746512155,0.47674687600000004,0.098148148,0.098148148,social network,0.41653400545418007
renato-valdes-olmos,steven-van-wel,548,451,6.321839614,0.36854476700000005,124,1,6.321839614,0.36854476700000005,5.236015175,0.502100358,5.236015175,0.502100358,5.57781456,0.461421756,0.317808219,0.317808219,social network,0.4078751125303766
ricardo-diaz,iriggs,589,615,7.2465930179999996,0.342761644,72,1,7.2465930179999996,0.342761644,5.496439561,0.532029387,5.496439561,0.532029387,5.656517153999999,0.5156150429999999,0.025477707000000002,0.025477707000000002,social network,0.674875550266655
